__main__: 2020-05-19 01:31:01,052: U 12 | E 559 | F 030720 | FPS 0836 | D 37 | R:xsmM  0.23  0.32  0.00  0.99 | Rb:xsmM  0.00  0.00  0.00  0.00 | Rv:xsmM  0.23  0.32  0.00  0.99 | S 0.39 | F:xsmM 50.2 19.9 1.0 64.0 | H 1.781 | V 1.394 | pL -1.034 | vL 12.562 | L 5.229 | gN 4.057 | 
__main__: 2020-05-19 01:31:04,091: U 13 | E 606 | F 033280 | FPS 0843 | D 40 | R:xsmM  0.33  0.37  0.00  0.99 | Rb:xsmM  0.00  0.00  0.00  0.00 | Rv:xsmM  0.33  0.37  0.00  0.99 | S 0.48 | F:xsmM 44.2 23.0 1.0 64.0 | H 1.785 | V 1.447 | pL -0.584 | vL 10.289 | L 4.543 | gN 3.565 | 
__main__: 2020-05-19 01:31:07,109: U 14 | E 666 | F 035840 | FPS 0849 | D 43 | R:xsmM  0.33  0.34  0.00  0.94 | Rb:xsmM  0.00  0.02  0.00  0.13 | Rv:xsmM  0.33  0.34  0.00  0.94 | S 0.59 | F:xsmM 44.8 21.3 4.0 64.0 | H 1.759 | V 1.686 | pL -1.353 | vL 15.352 | L 6.305 | gN 5.068 | 
__main__: 2020-05-19 01:31:10,145: U 15 | E 727 | F 038400 | FPS 0844 | D 46 | R:xsmM  0.39  0.36  0.00  0.94 | Rb:xsmM  0.00  0.03  0.00  0.26 | Rv:xsmM  0.38  0.36  0.00  0.94 | S 0.61 | F:xsmM 41.2 22.6 4.0 64.0 | H 1.719 | V 1.835 | pL -0.972 | vL 13.995 | L 6.008 | gN 4.624 | 
__main__: 2020-05-19 01:31:13,186: U 16 | E 791 | F 040960 | FPS 0843 | D 49 | R:xsmM  0.35  0.35  0.00  0.93 | Rb:xsmM  0.00  0.02  0.00  0.13 | Rv:xsmM  0.35  0.36  0.00  0.93 | S 0.59 | F:xsmM 43.2 22.5 5.0 64.0 | H 1.678 | V 1.974 | pL -1.015 | vL 14.803 | L 6.370 | gN 5.259 | 
__main__: 2020-05-19 01:31:16,183: U 17 | E 849 | F 043520 | FPS 0855 | D 52 | R:xsmM  0.38  0.36  0.00  0.94 | Rb:xsmM  0.02  0.05  0.00  0.23 | Rv:xsmM  0.37  0.35  0.00  0.94 | S 0.61 | F:xsmM 42.2 22.3 4.0 64.0 | H 1.670 | V 2.160 | pL -1.505 | vL 18.026 | L 7.492 | gN 6.350 | 
__main__: 2020-05-19 01:31:19,195: U 18 | E 922 | F 046080 | FPS 0851 | D 55 | R:xsmM  0.43  0.36  0.00  0.94 | Rb:xsmM  0.01  0.04  0.00  0.18 | Rv:xsmM  0.42  0.36  0.00  0.94 | S 0.63 | F:xsmM 38.7 22.7 4.0 64.0 | H 1.679 | V 2.377 | pL -1.791 | vL 20.253 | L 8.319 | gN 7.565 | 
__main__: 2020-05-19 01:31:22,226: U 19 | E 980 | F 048640 | FPS 0846 | D 58 | R:xsmM  0.46  0.36  0.00  1.27 | Rb:xsmM  0.02  0.08  0.00  0.42 | Rv:xsmM  0.44  0.34  0.00  0.96 | S 0.67 | F:xsmM 37.6 21.4 3.0 64.0 | H 1.671 | V 2.565 | pL -1.563 | vL 19.163 | L 8.001 | gN 8.931 | 
__main__: 2020-05-19 01:31:25,247: U 20 | E 1046 | F 051200 | FPS 0848 | D 61 | R:xsmM  0.41  0.35  0.00  0.97 | Rb:xsmM  0.01  0.04  0.00  0.25 | Rv:xsmM  0.40  0.35  0.00  0.97 | S 0.70 | F:xsmM 40.5 22.4 2.0 64.0 | H 1.641 | V 2.769 | pL -1.029 | vL 13.261 | L 5.585 | gN 5.596 | 
__main__: 2020-05-19 01:31:28,311: U 21 | E 1122 | F 053760 | FPS 0836 | D 64 | R:xsmM  0.44  0.34  0.00  0.99 | Rb:xsmM  0.01  0.04  0.00  0.28 | Rv:xsmM  0.43  0.34  0.00  0.99 | S 0.71 | F:xsmM 38.3 21.6 1.0 64.0 | H 1.626 | V 2.916 | pL -1.650 | vL 18.564 | L 7.616 | gN 6.817 | 
__main__: 2020-05-19 01:31:31,426: U 22 | E 1188 | F 056320 | FPS 0823 | D 67 | R:xsmM  0.50  0.37  0.00  1.18 | Rb:xsmM  0.01  0.06  0.00  0.39 | Rv:xsmM  0.49  0.36  0.00  0.99 | S 0.71 | F:xsmM 34.5 23.0 1.0 64.0 | H 1.588 | V 3.097 | pL -1.283 | vL 19.437 | L 8.420 | gN 7.588 | 
__main__: 2020-05-19 01:31:34,524: U 23 | E 1256 | F 058880 | FPS 0827 | D 71 | R:xsmM  0.46  0.37  0.00  1.01 | Rb:xsmM  0.01  0.04  0.00  0.34 | Rv:xsmM  0.46  0.36  0.00  0.97 | S 0.69 | F:xsmM 36.3 22.9 2.0 64.0 | H 1.563 | V 3.174 | pL -1.285 | vL 17.449 | L 7.424 | gN 8.428 | 
__main__: 2020-05-19 01:31:37,648: U 24 | E 1325 | F 061440 | FPS 0820 | D 74 | R:xsmM  0.43  0.35  0.00  0.96 | Rb:xsmM  0.01  0.05  0.00  0.30 | Rv:xsmM  0.43  0.35  0.00  0.96 | S 0.68 | F:xsmM 38.6 22.0 3.0 64.0 | H 1.545 | V 3.289 | pL -1.072 | vL 16.312 | L 7.069 | gN 9.031 | 
__main__: 2020-05-19 01:31:40,693: U 25 | E 1402 | F 064000 | FPS 0842 | D 77 | R:xsmM  0.49  0.37  0.00  1.10 | Rb:xsmM  0.01  0.06  0.00  0.37 | Rv:xsmM  0.48  0.37  0.00  0.97 | S 0.74 | F:xsmM 35.2 23.7 2.0 64.0 | H 1.538 | V 3.236 | pL -1.325 | vL 20.149 | L 8.734 | gN 17.872 | 
__main__: 2020-05-19 01:31:43,745: U 26 | E 1479 | F 066560 | FPS 0839 | D 80 | R:xsmM  0.56  0.36  0.00  1.14 | Rb:xsmM  0.01  0.05  0.00  0.38 | Rv:xsmM  0.56  0.35  0.00  0.99 | S 0.79 | F:xsmM 30.1 22.5 1.0 64.0 | H 1.537 | V 3.296 | pL -1.761 | vL 21.412 | L 8.930 | gN 7.701 | 
__main__: 2020-05-19 01:31:46,790: U 27 | E 1557 | F 069120 | FPS 0842 | D 83 | R:xsmM  0.48  0.36  0.00  1.01 | Rb:xsmM  0.02  0.07  0.00  0.34 | Rv:xsmM  0.46  0.35  0.00  0.96 | S 0.71 | F:xsmM 36.2 22.2 3.0 64.0 | H 1.502 | V 3.366 | pL -1.522 | vL 19.286 | L 8.106 | gN 14.575 | 
__main__: 2020-05-19 01:31:49,904: U 28 | E 1623 | F 071680 | FPS 0823 | D 86 | R:xsmM  0.48  0.34  0.00  0.97 | Rb:xsmM  0.01  0.04  0.00  0.25 | Rv:xsmM  0.47  0.34  0.00  0.97 | S 0.79 | F:xsmM 36.2 21.9 2.0 64.0 | H 1.469 | V 3.487 | pL -0.914 | vL 13.618 | L 5.881 | gN 8.719 | 
__main__: 2020-05-19 01:31:53,068: U 29 | E 1711 | F 074240 | FPS 0810 | D 89 | R:xsmM  0.56  0.35  0.00  0.99 | Rb:xsmM  0.01  0.04  0.00  0.25 | Rv:xsmM  0.55  0.35  0.00  0.99 | S 0.80 | F:xsmM 30.6 22.8 1.0 64.0 | H 1.451 | V 3.474 | pL -1.768 | vL 19.496 | L 7.965 | gN 18.273 | 
__main__: 2020-05-19 01:31:56,246: U 30 | E 1790 | F 076800 | FPS 0806 | D 92 | R:xsmM  0.56  0.35  0.00  0.99 | Rb:xsmM  0.01  0.05  0.00  0.32 | Rv:xsmM  0.55  0.35  0.00  0.99 | S 0.78 | F:xsmM 30.4 22.5 1.0 64.0 | H 1.384 | V 3.488 | pL -1.415 | vL 18.747 | L 7.945 | gN 13.198 | 
__main__: 2020-05-19 01:31:59,318: U 31 | E 1877 | F 079360 | FPS 0834 | D 95 | R:xsmM  0.53  0.34  0.00  1.08 | Rb:xsmM  0.00  0.04  0.00  0.36 | Rv:xsmM  0.52  0.33  0.00  0.97 | S 0.79 | F:xsmM 32.4 21.6 2.0 64.0 | H 1.328 | V 3.627 | pL -1.941 | vL 22.192 | L 9.142 | gN 10.943 | 
__main__: 2020-05-19 01:32:02,345: U 32 | E 1963 | F 081920 | FPS 0846 | D 98 | R:xsmM  0.57  0.34  0.00  1.08 | Rb:xsmM  0.01  0.05  0.00  0.36 | Rv:xsmM  0.56  0.33  0.00  0.99 | S 0.83 | F:xsmM 30.0 21.4 1.0 64.0 | H 1.291 | V 3.600 | pL -1.923 | vL 20.749 | L 8.439 | gN 14.317 | 
__main__: 2020-05-19 01:32:05,416: U 33 | E 2053 | F 084480 | FPS 0834 | D 101 | R:xsmM  0.60  0.33  0.00  0.97 | Rb:xsmM  0.00  0.01  0.00  0.14 | Rv:xsmM  0.59  0.33  0.00  0.97 | S 0.83 | F:xsmM 27.7 21.7 2.0 64.0 | H 1.271 | V 4.114 | pL -2.232 | vL 22.312 | L 8.911 | gN 16.325 | 
__main__: 2020-05-19 01:32:08,541: U 34 | E 2157 | F 087040 | FPS 0820 | D 105 | R:xsmM  0.61  0.32  0.00  1.10 | Rb:xsmM  0.01  0.04  0.00  0.37 | Rv:xsmM  0.60  0.32  0.00  0.99 | S 0.86 | F:xsmM 27.1 20.8 1.0 64.0 | H 1.314 | V 4.433 | pL -2.485 | vL 26.832 | L 10.918 | gN 16.073 | 
__main__: 2020-05-19 01:32:11,632: U 35 | E 2253 | F 089600 | FPS 0829 | D 108 | R:xsmM  0.66  0.30  0.00  1.31 | Rb:xsmM  0.02  0.07  0.00  0.44 | Rv:xsmM  0.65  0.29  0.00  0.99 | S 0.92 | F:xsmM 24.5 19.3 1.0 64.0 | H 1.281 | V 4.626 | pL -2.422 | vL 27.235 | L 11.183 | gN 11.241 | 
__main__: 2020-05-19 01:32:14,724: U 36 | E 2342 | F 092160 | FPS 0829 | D 111 | R:xsmM  0.59  0.32  0.00  0.99 | Rb:xsmM  0.01  0.05  0.00  0.30 | Rv:xsmM  0.58  0.32  0.00  0.99 | S 0.83 | F:xsmM 28.7 20.7 1.0 64.0 | H 1.265 | V 4.497 | pL -1.541 | vL 20.933 | L 8.913 | gN 13.229 | 
__main__: 2020-05-19 01:32:17,812: U 37 | E 2454 | F 094720 | FPS 0830 | D 114 | R:xsmM  0.64  0.34  0.00  0.97 | Rb:xsmM  0.00  0.00  0.00  0.00 | Rv:xsmM  0.64  0.34  0.00  0.97 | S 0.82 | F:xsmM 24.1 21.9 2.0 64.0 | H 1.297 | V 4.619 | pL -2.017 | vL 24.921 | L 10.430 | gN 17.046 | 
__main__: 2020-05-19 01:32:20,885: U 38 | E 2561 | F 097280 | FPS 0834 | D 117 | R:xsmM  0.67  0.31  0.00  1.14 | Rb:xsmM  0.01  0.05  0.00  0.38 | Rv:xsmM  0.66  0.30  0.00  0.99 | S 0.88 | F:xsmM 23.3 19.9 1.0 64.0 | H 1.300 | V 4.827 | pL -2.149 | vL 25.608 | L 10.642 | gN 27.101 | 
__main__: 2020-05-19 01:32:23,938: U 39 | E 2650 | F 099840 | FPS 0839 | D 120 | R:xsmM  0.59  0.33  0.00  0.97 | Rb:xsmM  0.01  0.04  0.00  0.30 | Rv:xsmM  0.59  0.33  0.00  0.97 | S 0.83 | F:xsmM 28.3 21.4 2.0 64.0 | H 1.236 | V 4.922 | pL -1.343 | vL 19.226 | L 8.257 | gN 11.583 | 
__main__: 2020-05-19 01:32:27,048: U 40 | E 2743 | F 102400 | FPS 0824 | D 123 | R:xsmM  0.61  0.32  0.00  0.99 | Rb:xsmM  0.00  0.03  0.00  0.33 | Rv:xsmM  0.61  0.32  0.00  0.99 | S 0.85 | F:xsmM 27.0 20.9 1.0 64.0 | H 1.212 | V 4.821 | pL -1.698 | vL 18.094 | L 7.337 | gN 11.897 | 
__main__: 2020-05-19 01:32:30,112: U 41 | E 2858 | F 104960 | FPS 0836 | D 126 | R:xsmM  0.66  0.31  0.00  1.04 | Rb:xsmM  0.01  0.05  0.00  0.35 | Rv:xsmM  0.65  0.32  0.00  0.99 | S 0.87 | F:xsmM 23.9 20.6 1.0 64.0 | H 1.249 | V 4.980 | pL -2.325 | vL 25.296 | L 10.311 | gN 14.754 | 
__main__: 2020-05-19 01:32:33,173: U 42 | E 2977 | F 107520 | FPS 0837 | D 129 | R:xsmM  0.69  0.29  0.00  0.99 | Rb:xsmM  0.00  0.00  0.00  0.00 | Rv:xsmM  0.69  0.29  0.00  0.99 | S 0.89 | F:xsmM 21.2 19.0 1.0 64.0 | H 1.227 | V 4.998 | pL -2.288 | vL 23.902 | L 9.650 | gN 14.174 | 
__main__: 2020-05-19 01:32:36,283: U 43 | E 3101 | F 110080 | FPS 0824 | D 132 | R:xsmM  0.71  0.31  0.00  1.14 | Rb:xsmM  0.02  0.08  0.00  0.38 | Rv:xsmM  0.69  0.30  0.00  0.99 | S 0.88 | F:xsmM 21.1 19.4 1.0 64.0 | H 1.229 | V 5.159 | pL -2.805 | vL 29.941 | L 12.153 | gN 18.413 | 
__main__: 2020-05-19 01:32:39,332: U 44 | E 3202 | F 112640 | FPS 0840 | D 135 | R:xsmM  0.67  0.30  0.00  1.25 | Rb:xsmM  0.01  0.06  0.00  0.42 | Rv:xsmM  0.66  0.29  0.00  0.97 | S 0.90 | F:xsmM 23.5 19.4 2.0 64.0 | H 1.270 | V 5.470 | pL -2.120 | vL 23.781 | L 9.758 | gN 13.542 | 
__main__: 2020-05-19 01:32:42,440: U 45 | E 3316 | F 115200 | FPS 0824 | D 138 | R:xsmM  0.65  0.31  0.00  0.99 | Rb:xsmM  0.01  0.04  0.00  0.25 | Rv:xsmM  0.65  0.31  0.00  0.99 | S 0.86 | F:xsmM 24.2 20.1 1.0 64.0 | H 1.317 | V 5.531 | pL -1.760 | vL 21.745 | L 9.099 | gN 17.815 | 
__main__: 2020-05-19 01:32:45,533: U 46 | E 3429 | F 117760 | FPS 0828 | D 142 | R:xsmM  0.70  0.30  0.00  1.31 | Rb:xsmM  0.01  0.06  0.00  0.44 | Rv:xsmM  0.69  0.29  0.00  0.97 | S 0.88 | F:xsmM 21.0 19.1 2.0 64.0 | H 1.288 | V 5.495 | pL -1.952 | vL 22.444 | L 9.257 | gN 15.383 | 
__main__: 2020-05-19 01:32:48,679: U 47 | E 3555 | F 120320 | FPS 0814 | D 145 | R:xsmM  0.69  0.29  0.00  1.04 | Rb:xsmM  0.01  0.04  0.00  0.35 | Rv:xsmM  0.69  0.29  0.00  0.99 | S 0.90 | F:xsmM 21.6 19.1 1.0 64.0 | H 1.271 | V 5.646 | pL -2.577 | vL 22.785 | L 8.803 | gN 18.210 | 
__main__: 2020-05-19 01:32:51,797: U 48 | E 3681 | F 122880 | FPS 0822 | D 148 | R:xsmM  0.72  0.26  0.00  0.99 | Rb:xsmM  0.01  0.04  0.00  0.28 | Rv:xsmM  0.71  0.26  0.00  0.99 | S 0.94 | F:xsmM 19.9 17.5 1.0 64.0 | H 1.241 | V 5.993 | pL -2.526 | vL 24.391 | L 9.657 | gN 13.879 | 
__main__: 2020-05-19 01:32:54,902: U 49 | E 3825 | F 125440 | FPS 0825 | D 151 | R:xsmM  0.73  0.26  0.00  1.14 | Rb:xsmM  0.01  0.04  0.00  0.38 | Rv:xsmM  0.72  0.26  0.00  0.99 | S 0.97 | F:xsmM 19.7 17.8 1.0 64.0 | H 1.169 | V 6.131 | pL -2.752 | vL 26.114 | L 10.293 | gN 17.179 | 
__main__: 2020-05-19 01:32:58,023: U 50 | E 3966 | F 128000 | FPS 0821 | D 154 | R:xsmM  0.76  0.25  0.00  1.16 | Rb:xsmM  0.01  0.06  0.00  0.39 | Rv:xsmM  0.75  0.25  0.00  0.99 | S 0.94 | F:xsmM 17.6 16.3 1.0 64.0 | H 1.152 | V 6.261 | pL -2.913 | vL 26.501 | L 10.326 | gN 19.846 | 
__main__: 2020-05-19 01:33:07,205: Return  0.63; best model is saved
__main__: 2020-05-19 01:33:10,359: U 51 | E 4094 | F 130560 | FPS 0812 | D 166 | R:xsmM  0.72  0.26  0.00  1.14 | Rb:xsmM  0.01  0.05  0.00  0.38 | Rv:xsmM  0.70  0.26  0.00  0.99 | S 0.93 | F:xsmM 20.5 17.3 1.0 64.0 | H 1.160 | V 6.425 | pL -2.392 | vL 21.921 | L 8.557 | gN 16.884 | 
__main__: 2020-05-19 01:33:13,440: U 52 | E 4229 | F 133120 | FPS 0832 | D 169 | R:xsmM  0.72  0.28  0.00  0.99 | Rb:xsmM  0.00  0.01  0.00  0.08 | Rv:xsmM  0.72  0.28  0.00  0.99 | S 0.91 | F:xsmM 19.3 18.6 1.0 64.0 | H 1.151 | V 6.533 | pL -2.265 | vL 23.480 | L 9.464 | gN 16.424 | 
__main__: 2020-05-19 01:33:16,582: U 53 | E 4380 | F 135680 | FPS 0815 | D 173 | R:xsmM  0.78  0.24  0.00  1.20 | Rb:xsmM  0.01  0.06  0.00  0.40 | Rv:xsmM  0.77  0.24  0.00  0.99 | S 0.95 | F:xsmM 16.0 15.9 1.0 64.0 | H 1.105 | V 6.895 | pL -2.624 | vL 26.998 | L 10.864 | gN 23.566 | 
__main__: 2020-05-19 01:33:19,723: U 54 | E 4528 | F 138240 | FPS 0816 | D 176 | R:xsmM  0.74  0.25  0.00  1.01 | Rb:xsmM  0.01  0.05  0.00  0.34 | Rv:xsmM  0.73  0.25  0.00  0.99 | S 0.95 | F:xsmM 18.8 17.0 1.0 64.0 | H 1.079 | V 7.058 | pL -2.564 | vL 24.289 | L 9.569 | gN 16.234 | 
__main__: 2020-05-19 01:33:22,848: U 55 | E 4670 | F 140800 | FPS 0820 | D 179 | R:xsmM  0.78  0.21  0.00  1.04 | Rb:xsmM  0.01  0.04  0.00  0.35 | Rv:xsmM  0.78  0.22  0.00  0.97 | S 0.97 | F:xsmM 15.7 14.8 2.0 64.0 | H 1.078 | V 7.140 | pL -2.365 | vL 23.376 | L 9.312 | gN 21.569 | 
__main__: 2020-05-19 01:33:26,028: U 56 | E 4853 | F 143360 | FPS 0806 | D 182 | R:xsmM  0.77  0.24  0.00  1.27 | Rb:xsmM  0.01  0.04  0.00  0.42 | Rv:xsmM  0.77  0.24  0.00  0.99 | S 0.95 | F:xsmM 16.1 15.8 1.0 64.0 | H 1.083 | V 7.432 | pL -3.179 | vL 28.124 | L 10.872 | gN 29.037 | 
__main__: 2020-05-19 01:33:29,242: U 57 | E 5013 | F 145920 | FPS 0797 | D 185 | R:xsmM  0.80  0.20  0.00  0.99 | Rb:xsmM  0.00  0.03  0.00  0.29 | Rv:xsmM  0.80  0.21  0.00  0.99 | S 0.98 | F:xsmM 14.2 14.3 1.0 64.0 | H 1.073 | V 7.653 | pL -2.697 | vL 24.939 | L 9.762 | gN 19.084 | 
__main__: 2020-05-19 01:33:32,409: U 58 | E 5172 | F 148480 | FPS 0809 | D 188 | R:xsmM  0.76  0.25  0.00  1.35 | Rb:xsmM  0.00  0.04  0.00  0.45 | Rv:xsmM  0.75  0.25  0.00  0.99 | S 0.94 | F:xsmM 17.1 16.7 1.0 64.0 | H 1.025 | V 7.885 | pL -2.175 | vL 22.856 | L 9.243 | gN 15.567 | 
__main__: 2020-05-19 01:33:35,612: U 59 | E 5339 | F 151040 | FPS 0800 | D 192 | R:xsmM  0.79  0.22  0.00  1.31 | Rb:xsmM  0.01  0.05  0.00  0.44 | Rv:xsmM  0.78  0.21  0.00  0.99 | S 0.98 | F:xsmM 15.4 14.5 1.0 64.0 | H 0.999 | V 7.985 | pL -2.821 | vL 25.946 | L 10.142 | gN 23.002 | 
